 300.2 1.4463278 2.8159328 3.878117 1.0811232 1.6607141
 300.4 2.8328047 2.424077 5.1788497 2.0891976 1.0010248
 300.6 1.7922745 2.196014 4.8511267 0.5168785 1.0918257
 300.80002 1.9558274 1.9188433 5.1239233 0.88627785 1.3407352
 301. 2.4845486 1.8479717 4.7019734 1.109404 0.7122489
 301.2 2.3479326 1.6119782 5.238636 0.66233575 0.99365014
 301.4 1.9477339 2.1509023 4.5979323 0.6339531 1.5456957
 301.6 1.2532198 4.2189045 6.10295 0.91431063 1.7061301
 301.80002 2.9062963 2.1692166 4.0570717 1.5718067 1.0671618
 302. 1.2253344 3.076981 5.515052 0.7585662 1.5933886
 302.2 1.9706211 1.9018953 4.0134387 1.0321493 1.0517389
 302.4 1.9741068 2.3916562 3.7614994 1.7284682 1.3495941
 302.6 1.9386055 2.387031 3.8157125 2.1324475 1.5347083
 302.80002 2.161702 2.2189329 4.165846 1.1173728 1.2252482
 303. 3.0778642 1.7141688 4.8304753 1.3302155 1.0499327
 303.2 1.5104736 2.6736188 3.8936222 0.5784618 1.1747938
 303.4 1.9737915 2.349002 4.382251 1.840573 1.4424384
 303.6 2.2969437 2.4533288 4.231501 1.8653992 0.97397465
 303.80002 2.5448875 1.8088579 4.2586584 0.9875325 0.27275768
 304. 2.6764455 1.5261009 4.859652 1.4486051 0.8783255
 304.2 1.3780406 2.0729868 4.975918 0.63774645 0.8758375
 304.4 2.2703824 1.7649477 5.3608947 1.6079515 0.7231789
 304.6 1.0527451 3.5410361 4.463249 0.51410854 1.9339439
 304.80002 2.2488103 1.7143848 4.53878 2.0112092 0.6685978
 305. 2.0544627 2.1891222 4.2176256 1.333506 1.7645004
 305.2 2.621942 2.886828 6.156928 2.8434484 2.4809651
 305.4 2.7401016 2.3739123 5.4439397 2.5938997 0.872602
 305.6 2.9656017 2.6832147 6.6928573 1.3752437 1.1614047
 305.80002 3.4138865 3.6818378 5.578265 1.0880998 2.4226198
 306. 2.3917737 2.9888887 5.3347783 0.94010115 0.72062325
 306.2 3.3947246 3.533381 7.767543 1.4298751 1.2648549
 306.4 3.1015193 1.8662008 5.096322 1.6374627 1.2911733
 306.6 2.8038194 2.9693935 4.8466816 1.0958965 2.5405772
 306.80002 2.6613622 2.6788054 5.1230335 2.4635973 1.4281988
 307. 2.234712 2.485988 5.356645 0.46245244 1.8337905
