 600.2 3.1910768 3.2669182 -1.9431359 2.2648642 0.97230566 0.8298855
 600.4 4.5589433 2.6533782 -3.2853491 1.4842986 1.31813 0.8077895
 600.60004 3.5251865 3.0714293 -1.9440026 1.4513391 1.0079594 0.75659424
 600.8 4.0444446 4.7443066 -1.2154208 3.030884 0.58453786 1.4116019
 601. 3.098603 4.400544 -2.9493465 1.8328875 1.0075556 1.3935796
 601.2 4.6627126 3.2143083 -2.2699192 2.2389517 1.0574168 1.1197207
 601.4 3.9875426 3.8004222 -1.446878 0.6199554 0.7756799 1.1095104
 601.60004 4.195013 2.2660441 -3.308037 1.0657827 1.4453281 0.6191779
 601.8 12.737874 3.0484505 -3.5614018 1.0819453 2.7609272 0.53149456
 602. 6.4273515 2.3603802 -2.1356373 1.1333293 1.0815932 0.9230584
 602.2 9.349826 3.3803623 -9.047264 2.1410017 4.4579487 1.0947946
 602.4 7.2228484 3.3172784 -4.129512 1.5148586 1.440046 0.943435
 602.60004 6.4170403 3.1680107 -3.407072 1.9804263 1.5917264 0.90802586
 602.8 3.9974487 2.8165154 -1.3812095 1.4304434 0.9536973 0.7473744
 603. 3.6209157 3.4671206 -3.0428352 2.608721 1.5623716 1.1109267
 603.2 3.9794877 4.5095525 -1.999152 1.8511465 0.9484001 0.86087316
 603.4 3.242026 4.4728394 -2.7111554 2.026876 1.3517314 1.0864366
 603.60004 3.134449 3.877618 -0.08133964 2.4655676 0.7572712 1.6185809
 603.8 5.5028324 3.681319 -2.4696639 2.0010726 1.2262632 1.101527
 604. 4.5068545 3.3130326 -1.2477248 2.3281958 0.84242636 1.1705644
 604.2 4.882777 3.1873734 -2.2306137 0.8731569 1.1313157 0.3514348
 604.4 4.9451 3.141531 -0.1716041 3.374001 0.28132093 1.7385507
 604.60004 3.0020142 3.0952392 -2.6053908 2.296126 1.3984743 0.99955654
 604.8 3.5961754 2.7935712 -2.1498911 1.8132722 0.8275536 1.1066754
 605. 4.193036 1.8221114 -3.2407274 1.5885148 1.6166812 0.5973745
 605.2 4.63953 3.694336 -1.2105311 2.5388262 0.6807759 1.3802733
 605.4 3.623455 4.797017 -3.0524871 3.3874836 1.4876202 1.421096
 605.60004 4.102074 3.971835 0.25377867 2.7773137 0.8793669 1.7117225
 605.8 5.2615385 3.219892 -4.1752715 1.9405057 1.9351652 0.4237
 606. 3.7653072 7.148019 -3.5622466 5.8465614 1.4795445 2.9352973
 606.2 3.0373394 5.1168838 -3.9234502 1.3257707 1.8253877 0.8309253
 606.4 4.4641943 6.952877 -3.8487306 3.8797348 2.133244 2.0293376
 606.60004 4.6131 6.509713 -3.1310842 0.6794958 1.3663809 0.57166755
 606.8 3.709928 4.571945 -1.8574889 1.7765088 1.1041682 1.1846865
 607. 3.267736 5.0733676 -3.7043505 2.2820635 1.8124743 0.86322856
 607.2 2.95592 6.7510834 -1.8170575 2.302114 0.99303716 1.3225931
 607.4 4.267546 6.5854034 -3.199337 3.8126254 1.5795586 1.5778961
 607.60004 5.681575 3.393645 -1.9502996 1.589678 1.4225267 0.8594727
 607.8 4.5241127 5.3043156 -3.4938269 2.4799469 1.7500561 1.2433732
 608. 5.987836 3.1493073 -2.9604495 1.3573501 1.0255667 1.0128634
 608.2 4.3578644 3.1544724 -3.647215 0.96999663 1.8865591 0.78556705
 608.4 3.531611 3.0700626 -1.7569891 1.2565898 0.76820266 1.0575801
 608.60004 3.9229794 3.4851575 -2.1253507 2.715054 1.1057146 1.2704849
 608.8 3.385903 2.3094165 -1.1363561 1.7083559 0.73100007 0.9051323
 609. 3.6363358 3.2045395 -3.5266001 2.594731 1.7362427 1.2903248
 609.2 6.87395 2.6146493 -4.0378733 1.4085251 1.560438 0.7972555
 609.4 3.376326 3.7270405 -3.2746313 2.165082 1.6142025 1.1816792
 609.60004 3.092584 3.0718834 -1.8194685 2.4265516 0.9760861 1.2420306
 609.8 2.853683 3.3602836 -3.0453637 2.4287994 1.5253888 1.2512003
 610. 2.980529 3.608844 -2.6074448 3.1279242 1.3593806 1.648046
 610.2 4.126985 4.165635 -2.7662768 1.573718 1.4470941 0.87518907
 610.4 2.9789708 3.1856296 -0.6876216 1.3847044 0.63692737 0.7349921
 610.60004 2.5057492 4.0442605 -3.2250314 1.752126 1.6042919 0.90556073
 610.8 2.75941 3.043984 -3.21476 1.1675079 1.5391504 1.0152086
 611. 2.9710155 3.9484935 0.4490531 1.1673905 0.8447002 0.98049676
 611.2 2.5000007 3.3569865 -2.022817 1.7172126 0.5903899 0.9705114
 611.4 2.658731 2.5397785 -1.0853845 1.140172 0.79382807 0.71470076
 611.60004 2.0493693 2.410518 -0.79850155 1.676731 0.37580493 0.8191173
 611.8 1.8750694 3.7391307 -1.2817262 -1.0207636 0.74597764 0.67363805
