 300.2 0.03182131 0.2503059 0.2768497 0.0067886994 0.040341083
 300.4 0. 0.25234753 0.26562127 0. 0.029906377
 300.6 0.11009018 0.14962429 0.25396758 0.0021763798 0.027865736
 300.80002 0. 0.2637357 0.2637357 0. 0.029268907
 301. 0. 0.26030308 0.26030308 0. 0.032631125
 301.2 0. 0.28632674 0.28632674 0. 0.046716426
 301.4 0. 0.30880737 0.30880737 0. 0.061165366
 301.6 0. 0.35345143 0.35345143 0. 0.07175374
 301.80002 0. 0.39867142 0.39867142 0. 0.06631988
 302. 0. 0.39473718 0.39473718 0. 0.011231881
 302.2 0.20994525 0.1996658 0.6031778 0.015211057 0.03940274
 302.4 0. 0.4181645 0.4282991 0. 0.031415135
 302.6 0.11121253 0.37724414 0.38849762 0.0011380366 0.026515372
 302.80002 0.13054693 0.4606133 0.6606461 0.028051952 0.030616118
 303. 0.118108645 0.36928457 0.6436347 0.005632967 0.036668967
 303.2 0.16150576 0.75992954 0.8162473 0.03160036 0.06945636
 303.4 0.16370915 0.8438137 0.942142 0.027220517 0.09268638
 303.6 0.16483355 0.57992923 0.8508932 0.029760147 0.07560738
 303.80002 0.16551562 0.28665563 0.38301703 0.031242097 0.02712973
 304. 0.16620338 0.32166058 0.50303936 0.029756261 0.036961187
 304.2 0.17093857 0.38536066 0.97280025 0.032836057 0.056400668
 304.4 0.24480781 0.36809847 0.6930395 0.042370703 0.067483716
 304.6 0.19258265 0.14906667 0.30249888 0.027032092 0.026248174
 304.80002 0.17290907 0.18709777 0.398147 0.026972175 0.026248038
 305. 0.24841452 0.14562942 0.61884296 0.041337874 0.02545846
 305.2 0.1685377 0.18471357 0.42647105 0.024253072 0.030017944
 305.4 0.16620338 0.1837015 0.25574058 0.028090214 0.027932813
 305.6 0.16483355 0.16357437 0.2360808 0.030612784 0.026387429
 305.80002 0.16304184 0.14598544 0.22536826 0.032047242 0.016775021
 306. 0.16304184 0.12671432 0.19448802 0.03214005 0.015992941
 306.2 0.13568385 0.124998376 0.16925085 0.025811568 0.021450402
 306.4 0.10767051 0.12370972 0.15208961 0.019093607 0.024162585
 306.6 0. 0.12307532 0.13888724 0. 0.025263721
 306.80002 0. 0.12269777 0.12875375 0. 0.025919033
 307. 0. 0.10193546 0.10298526 0. 0.021898499
 307.2 0. 0.10183165 0.10183165 0. 0.02209524
 307.4 0. 0.0812172 0.0812172 0. 0.017727204
 307.6 0. 0.1398588 0.1404481 0. 0.02909015
 307.80002 0. 0.16783056 0.16783056 0. 0.03497103
 308. 0. 0.16925085 0.16925085 0. 0.035285458
 308.2 0. 0.16997007 0.16997007 0. 0.035386797
 308.4 0. 0.17069541 0.17069541 0. 0.0352263
 308.6 0. 0.17167222 0.17167222 0. 0.033946183
 308.80002 0. 0.17365977 0.17365977 0. 0.026518742
 309. 0. 0.36391068 0.36665624 0. 0.044867646
 309.2 0.09740113 0.17856988 0.2956462 0.0055503338 0.01585453
 309.4 0.099583566 0.2482388 0.30483478 0.0014138515 0.025209412
 309.6 0. 0.83243257 0.8560131 0. 0.05171087
 309.80002 0.18527015 0.26875234 0.773256 0.004938817 0.02830576
 310. 0. 0.2886633 0.3254755 0. 0.02163058
 310.2 0.112568796 0.2448647 0.30257717 0.0035103166 0.027107826
 310.4 0.15345104 0.29895774 0.35044888 0.030981367 0.02974902
 310.6 0.15604517 0.33691174 0.39045423 0.025288293 0.029994803
 310.80002 0.1583097 0.7623694 0.7623694 0.025079375 0.029174084
 311. 0.20214255 0.4250787 0.66120136 0.0044782734 0.04531856
 311.2 0.18730986 0.85899746 0.94057685 0.025861427 0.10873004
 311.4 0.19592479 0.6059028 0.73936963 0.016183522 0.06772497
 311.6 0.22315443 1.0150675 1.015785 0.030339094 0.07849849
 311.80002 0.21958447 0.53142023 0.5354775 0.027031781 0.040002104
 312. 0.21798885 0.5793527 0.61857176 0.025274811 0.03705538
 312.2 0.22604544 0.7932256 1.0302074 0.01696583 0.09007877
 312.4 0.20746656 0.56621504 0.9911045 0.025704555 0.07315523
 312.6 0.31296915 0.8852922 1.2971321 0.038107343 0.06279527
 312.80002 0.4256033 0.79763925 1.8986362 0.06944575 0.06317773
 313. 0.4865225 0.5840378 2.0574818 0.0833134 0.05873077
 313.2 0.43744034 0.5793606 1.3555958 0.050767746 0.09982193
 313.4 0.5524744 0.4705399 1.4113322 0.058089446 0.015507315
 313.6 0.8015934 0.20810893 1.137344 0.033853415 0.01616226
 313.80002 1.0453765 0.3364833 1.168002 0.028097415 0.01782024
 314. 0.35887584 0.20958969 0.8808657 0.028104736 0.0110439705
 314.2 0.22164996 0.3843357 1.1357962 0.0071918503 0.022661999
 314.4 0.33453926 0.26286945 0.59829503 0.021747323 0.018295845
 314.6 0.3228087 0.28890282 0.6236585 0.015554992 0.024644637
 314.80002 0.18547697 0.38815525 0.71274006 0.019844295 0.0242522
 315. 0.2757931 0.22282083 0.46955127 0.023303583 0.023740651
 315.2 0.24836525 0.23928717 0.81709874 0.031943228 0.031374674
 315.4 0.38359293 0.37059027 0.7905892 0.047507007 0.04580764
 315.6 0.38327923 0.76793516 1.3276354 0.04672261 0.05992909
 315.80002 0.7331607 0.17216161 1.0770813 0.047989685 0.032101423
 316. 0.41790858 0.25808275 0.9567173 0.06836925 0.020405652
 316.2 0.41773075 0.24767771 1.4779536 0.05998979 0.028288685
 316.4 0.44043788 0.1400217 0.44211072 0.093775235 0.013256788
 316.6 0.41425127 0.13528584 0.4712662 0.05285055 0.015076664
 316.80002 0.33198038 0.21443829 0.4575611 0.032167614 0.02494738
 317. 0.31168857 0.16842952 0.46047324 0.038285106 0.020992793
 317.2 0.3198877 0.14545289 0.3295464 0.050017912 0.017794045
 317.4 0.3397329 0.14217845 0.3023767 0.06484419 0.018027648
 317.6 0.35667616 0.13777104 0.46475893 0.06822611 0.017907122
 317.80002 0.39976087 0.13589871 0.50055647 0.06591007 0.024008779
 318. 0.45926914 0.13559158 0.6914179 0.0507127 0.02770772
 318.2 0.43485123 0.13559158 0.49890953 0.04651251 0.029585412
 318.4 0.24520102 0.15633035 0.5553964 0.038269147 0.009153679
 318.6 0.45242342 0.11376427 0.53053963 0.04948326 0.025570193
 318.80002 0.3131448 0.09111507 0.40547854 0.031941954 0.020154996
 319. 0.30029535 0.068414226 0.36380118 0.021112261 0.015043591
 319.2 0.19769213 0.11718591 0.33301026 0.033109423 0.0036676906
 319.4 0.3277927 0. 0.3285627 0.050390262 0.
 319.6 0.28281882 0. 0.28281882 0.042408556 0.
 319.80002 0.24793307 0. 0.24793307 0.024553059 0.
 320. 0.24947946 0. 0.24947946 0.036597837 0.
 320.2 0.27037138 0. 0.27037138 0.053418975 0.
 320.4 0.29277596 0. 0.29277596 0.059842605 0.
 320.6 0.31346554 0. 0.31346554 0.060158398 0.
 320.80002 0.32786912 0. 0.32786912 0.03830022 0.
 321. 0.28168997 0.09546393 0.5005541 0.047791883 0.0042604064
 321.2 0.33302584 0. 0.33302584 0.024159422 0.
 321.4 0.31234965 0.09546393 0.8434353 0.037228737 0.003651188
 321.6 0.8621148 0. 0.8621148 0.045827657 0.
 321.80002 0.7230145 0.09677273 0.78970146 0.03322182 0.005965357
 322. 0.90522134 0. 0.91409576 0.062231705 0.
 322.2 0.36682528 0.101521336 0.39748457 0.044694003 0.001761701
