 0.40592584 0.3274497 0.37309468 0.45784834
 0.40907747 0.534742 0.38274 0.61859846
 0.4465364 0.7058641 0.27440813 0.95490205
 0.4528667 0.5097912 0.328119 0.57135266
 0.41079083 0.42398596 0.2536908 0.35238677
 0.5482504 0.37256354 0.39525995 0.1931495
 0.7210186 0.5006368 0.53877574 0.591116
 0.87700593 0.49330798 0.7838521 0.4807463
 0.50174844 0.48948973 0.4039178 0.49216712
 0.56182146 0.5004233 0.54744923 0.4830877
 0.4961874 0.5703641 0.41260403 0.46070445
 0.5414165 0.60245335 0.45220786 0.5260287
 0.53802574 0.80895776 0.58002 0.9426164
 0.6450688 0.5682655 0.5974883 0.7314324
 0.61634314 0.6862846 0.27980888 0.93433636
 0.56281483 0.6973594 0.2858282 0.7335838
 0.4809068 0.6967187 0.49147996 0.86028403
 0.45346397 0.66497135 0.4558135 0.7237616
 0.3589009 0.509831 0.33990562 0.77061754
 0.6009925 0.48337537 0.5066574 0.5686383
 0.49185666 0.5491691 0.47002155 0.76109266
 0.53137285 0.5056067 0.50757617 0.49427184
 0.496231 0.4248653 0.3879299 0.39957577
 0.39017516 0.4422792 0.26472315 0.34038517
 0.4365371 0.35417217 0.22752357 0.28633747
 0.25871742 0.44987065 0.14175439 0.26496494
 0.3366731 0.56694555 0.26085058 0.43691817
 0.4089368 0.5373379 0.3222914 0.63848245
 0.666753 0.42738843 0.45438918 0.41440654
 0.51669735 0.4765818 0.39431396 0.26229435
 0.505237 0.41109657 0.4798362 0.3324917
 0.5698369 0.3025179 0.3537996 0.29441592
 0.7279399 0.35225672 0.35821056 0.28101388
 0.5892879 0.44636232 0.3706023 0.35310185
 0.51967156 1.0701792 0.44878188 0.67804307
 0.89342546 0.34612295 0.46494532 0.40314975
 0.55240244 0.39219776 0.44264537 0.4121976
 0.50125223 0.8596676 0.4299932 0.53443646
 0.65022546 0.99293834 0.5688546 0.70336974
 0.5086791 1.4041177 0.2278739 1.2951213
 0.4621945 1.3106964 0.5025116 0.97095615
 0.6323621 1.6573827 0.45629227 0.50194114
 0.6095056 1.0743206 0.31972972 0.58335584
 0.6160995 1.1630006 0.6348914 1.0246285
 0.80029976 1.1641022 0.67085475 0.7121438
 0.65059215 1.2499578 0.3565827 0.677257
 0.6548783 1.321904 0.77458346 0.4944578
 0.7486981 1.2309865 0.44544527 1.0787404
 0.7894392 0.8036764 0.3631199 0.5571135
 0.9934511 0.9484936 0.47757325 0.8681129
 0.9626988 1.111167 0.79532015 1.1802989
 0.84953606 1.158275 0.49072394 0.6818643
 0.81917715 1.1960074 0.4010495 1.2605559
 0.82002676 0.8742752 0.4564981 0.60242385
 0.6828654 0.8279623 0.33398798 0.66638356
 0.5903416 1.362085 0.23734777 0.86449105
 0.8641648 0.8628842 0.65916723 0.8205384
 0.8423629 1.1573118 0.6343375 1.064407
 0.8964955 0.77358806 0.8205381 0.67274684
 0.9242355 1.0705868 0.8202479 0.7927171
 0.5540515 1.3025529 0.72839916 0.96792567
 0.7266056 1.0073881 0.5951597 0.96773106
 0.60617393 0.9449684 0.53483355 1.0130599
 0.78610367 0.63711345 0.7038343 0.6538731
 0.82625693 0.51578045 0.95429844 0.49115118
 0.6713108 0.68406355 0.42432034 0.5404962
 0.5915223 0.5252427 0.3972693 0.4229697
 0.819267 0.428335 0.5377819 0.44080192
 0.61098194 0.45390826 0.52303356 0.4225591
 0.77143466 0.7104261 0.68764913 0.61177987
 0.6978555 0.7656456 0.22042492 0.39694554
 0.7990221 0.39156637 0.13988556 0.46879116
 0.5871246 0.67158407 0.4253682 0.7051468
 0.65958077 0.5288436 0.46722832 0.41318947
 1.0909519 0.60920876 0.68894404 0.72666925
 0.7717761 0.6055957 0.57727754 0.4534306
 0.9280874 0.56388557 0.94229597 0.20527099
 0.8605386 0.4297583 0.79520303 0.38067728
 0.64081466 0.45030746 0.59341985 0.47494242
 0.7653965 0.72157496 0.7764959 0.72937584
 0.7965374 0.6927085 0.7751702 0.7401743
 0.97359294 0.4319386 0.62515044 0.544984
