 8.506841 3.1056557 4 -1.2579318 -0.005781698 -0.99971235 0.023984306 -0.99997425 -0.007184437
 2.8980122 16.842491 2 0.023897836 1.1943903 0.017818663 0.9998413 0.0050391126 0.99998724
 6.2550125 2.5270033 2 -1.3777729 0.0071547935 -0.9989555 0.045694537 -0.9984507 0.055644214
 -3.2536528 2.950811 4 -0.2606419 -1.2045096 0.040464897 -0.999181 0.07547792 -0.99714756
 -23.006018 2.7258573 3 -1.1905093 -0.032434143 -0.9999751 -0.00705831 -0.99998295 -0.0058355974
 -3.0160592 11.657651 1 -0.0057232543 -1.1443975 -0.0018058644 -0.9999984 -0.00035408087 -0.9999999
 NaN NaN 3 NaN NaN NaN NaN NaN NaN
 2.9675388 -10.19467 3 0.019201035 1.2307463 0.0017849832 0.99999845 0.0057330662 0.9999836
 -13.520061 -2.4630868 4 1.4007101 -0.043968696 0.999346 -0.03616041 0.999287 -0.037755102
 2.5002651 -13.34461 3 0.09549091 1.1258589 0.056410007 0.9984077 0.04959833 0.9987693
 -3.0549605 -2.8239613 4 1.1593624 -0.24727811 0.9429441 -0.33295098 0.6449537 -0.76422167
 -2.5493805 9.789163 3 -0.030384026 -1.0892383 -0.041241385 -0.9991492 -0.040349368 -0.9991856
 3.042952 -15.660305 2 0.027840223 1.1433932 0.005644029 0.9999841 0.0025316514 0.99999684
 -2.8787503 10.788375 1 -0.04003983 -1.1363913 -0.020813514 -0.9997834 -0.020308243 -0.99979377
 1.8670735 -12.412689 1 0.12358281 1.1524537 0.09632008 0.9953504 0.091818266 0.99577576
 2.9453042 24.15791 2 -0.0016530062 1.3621432 0.00013774453 1. -0.0005076617 0.9999998
 2.5519264 9.883155 2 0.08700152 1.664205 -0.010655246 0.99994326 0.013780765 0.99990505
 -16.47508 -1.9756007 4 1.278742 0.035165608 0.9994974 -0.031700555 0.9992581 -0.038512185
 -5.5251937 0.2064448 3 -1.2576073 -0.48712692 -0.9501781 -0.3117076 -0.9954399 -0.095391035
 2.4428828 -5.9629693 3 0.14756428 1.5453991 0.09094604 0.99585587 0.09366603 0.9956037
 1.6883167 21.671804 2 -0.12569582 1.508592 -0.013320918 0.9999113 -0.018116904 0.9998359
 -22.684587 -2.703703 1 1.2627636 0.030863566 1. 0.00029821432 0.9999957 -0.002927627
 19.181604 2.0706358 2 -1.2376643 -0.10556272 -0.99981976 0.018984804 -0.9998206 0.018944582
 3.0945935 -13.728635 1 0.07763454 1.2147962 0.0016149369 0.9999987 0.009280422 0.99995697
 7.7310705 1.4846857 2 -1.225034 0.04116447 -0.99198043 0.12639152 -0.9886796 0.15004261
 -18.236534 -1.5652206 1 1.2673156 -0.022644982 0.99836624 -0.05713891 0.99796486 -0.063765824
 4.780939 2.569177 3 -1.1341004 0.07544422 -0.9967225 0.08089698 -0.9966164 0.082192846
 -3.0021114 3.8000216 1 -0.057452206 -1.2433742 0.034587342 -0.9994017 0.6791263 -0.73402137
 1.487231 -13.233468 1 -0.032270215 1.2368484 0.098845586 0.99510276 0.08473549 0.9964035
 -1.7951167 -13.408591 4 -0.3370443 -1.4991893 -0.03934252 -0.9992258 -0.051476162 -0.9986742
 2.205837 -23.971481 2 0.013018703 1.2433535 0.0105052665 0.9999448 0.026356468 0.99965256
 -5.1511354 -2.9849303 1 1.2755216 -0.054609343 0.99983877 -0.017957442 0.99992794 -0.01200835
 -1.5700866 11.812969 3 0.01410925 -1.1797422 -0.088675104 -0.9960606 -0.090409406 -0.9959046
 -10.195872 -1.5616685 2 1.0812345 -0.08206317 0.9937724 -0.11142868 0.9923617 -0.123361684
 2.4454095 -9.380226 1 0.010573384 1.2068466 0.033862684 0.9994265 0.045412444 0.99896836
 21.241879 1.6344464 2 -1.2296683 -0.02599668 -0.9996503 0.026443679 -0.9990902 0.042648878
 1.9427483 14.18538 2 0.11247138 1.3936485 0.0056025735 0.9999843 0.017262079 0.9998509
 2.9155548 17.982714 2 -0.030208413 1.1944543 0.0047688195 0.9999886 -0.0052852905 0.999986
 -1.4672608 -4.2112617 4 -0.11227856 -1.2179446 -0.2446535 -0.9696106 -0.017720144 -0.99984294
 1.5372066 -17.502583 2 0.00578151 1.2398473 0.055264667 0.9984718 0.063928306 0.9979545
 1.3669002 9.596876 2 -0.11112043 1.2189784 -0.015556775 0.999879 -0.022103958 0.9997557
 -5.115838 -1.9820783 4 1.5616649 -0.016739437 0.99314284 -0.11690718 0.98864573 -0.150265
 -1.9835654 3.9806595 3 -0.2250492 -1.1302559 -0.2236822 -0.9746622 -0.23276739 -0.97253245
 11.063743 -2.8493783 1 1.2506489 -0.06531981 0.99999905 0.0014113602 0.99991846 -0.012768434
 1.9896574 23.896523 2 0.1120183 1.3069441 0.0039105765 0.9999924 0.016629044 0.9998617
 1.7811347 -10.395262 2 -0.057697106 1.302604 0.057595067 0.9983401 0.078153536 0.9969414
 -2.0399399 -0.44289383 4 -0.6102439 -1.3292851 -0.29624328 -0.9551126 -0.10446276 -0.99452883
 2.0541692 6.5122175 2 -0.1312805 1.3267206 -0.098693356 0.9951179 -0.02479651 0.9996925
 -0.9505034 -0.08282341 4 -0.7920045 -1.2347939 -0.46219212 -0.88677984 -0.29563743 -0.95530015
 -3.053152 2.0903265 3 -0.7410877 -1.0458497 -0.6748099 -0.7379916 -0.96152735 -0.27470902
 -2.992939 1.4371954 3 -0.61765903 -1.0645283 -0.80928123 -0.5874213 -0.9960862 -0.088387296
 NaN NaN 4 NaN NaN NaN NaN NaN NaN
 13.7203 2.6474047 4 -1.3093135 -0.008695825 -0.99991393 0.013122542 -0.9998617 0.016631272
 -1.6396701 22.44126 1 0.04590232 -1.5639336 -0.013632013 -0.9999071 -0.03749555 -0.99929684
 -2.0129538 5.78199 3 -0.11156051 -1.571914 -0.12389647 -0.99229515 -0.14374427 -0.98961484
 18.2468 1.4144919 3 -1.2419372 0.027345708 -0.99822176 0.059610676 -0.9974954 0.07073089
 -2.2646954 -21.017384 4 -0.04431302 -1.3184342 -0.0078949705 -0.9999688 -0.006803301 -0.99997693
 18.80182 2.947131 3 -1.1097399 0.0026606927 -0.99998224 0.0059643677 -0.999986 0.005296406
 2.4042728 -14.736656 1 0.21086578 1.1643391 0.055212718 0.99847466 0.074550994 0.9972172
 2.833185 -11.113317 2 -0.03678323 1.2893459 0.004264078 0.99999094 0.0061755534 0.9999809
 1.3391179 -14.649049 1 0.11832529 1.3582196 0.07897384 0.9968767 0.10686422 0.9942736
 -3.1676157 -22.487745 4 0.0017665401 -1.608784 -0.0055292915 -0.99998474 -0.0022345954 -0.9999975
 -1.0269861 -2.2825465 1 1.3373703 0.078417 0.9995594 0.029680924 0.99867076 0.051543538
 19.983795 -1.6982958 1 1.2807862 0.09217544 0.99993485 0.011416431 0.9998719 0.016008597
 -24.197186 2.6059527 3 -1.1934735 0.06893783 -0.99993336 0.011549765 -0.9999322 0.011643795
 -13.816569 2.2400873 3 -1.3369542 0.032819133 -0.9999932 -0.0036941438 -0.9999896 0.004542672
 14.673792 -2.9743574 1 1.184732 -0.033783253 0.9999976 -0.002191554 0.99998116 -0.006130585
 -2.0887983 -16.830376 4 0.018356882 -1.3225749 -0.0017966018 -0.9999984 0.0040124985 -0.99999195
 3.4003127 -1.6277521 1 0.7764033 1.0336314 0.72745067 0.68616 0.9977751 0.06667049
 17.91499 -2.476842 1 1.2130846 -0.18935804 0.9994333 -0.033661988 0.99930054 -0.037394367
 -1.9339094 2.4455526 3 -0.29294384 -1.0236055 -0.65148276 -0.7586634 -0.9237413 -0.38301697
 9.926152 2.0342662 4 -1.4796784 -0.049591642 -0.9983278 0.057807654 -0.99767536 0.06814619
 14.005399 -2.383125 1 1.1879708 -0.070488974 0.9999823 -0.005949742 0.9999354 -0.011366072
 16.332169 -2.8297753 1 1.1978055 -0.023891974 0.99984115 -0.017825378 0.9999828 -0.0058743535
 -4.1396704 1.9717813 3 -0.94237316 -1.0366393 -0.5809608 -0.8139315 -0.97757393 -0.21059233
 -1.6003864 -23.185692 4 0.06342928 -1.2742802 0.012497655 -0.9999219 0.013248087 -0.99991226
 -2.4402187 12.183182 3 -0.008914576 -1.1832588 -0.035711665 -0.9993622 -0.037755035 -0.99928707
 1.4925432 7.532864 2 -0.057676706 1.4553914 0.01530598 0.9998829 -0.010057969 0.9999494
 -1.743481 19.031813 3 0.000066400506 -1.347646 -0.0411378 -0.9991535 -0.050221093 -0.9987381
 -18.922832 -2.651235 1 1.3516937 -0.07297754 0.9996953 -0.024684872 0.999641 -0.026792187
 -2.577665 -8.024516 4 0.039351523 -1.412185 0.012484336 -0.9999221 0.008305106 -0.99996555
 -9.370471 -2.7951412 4 1.4362407 0.009384924 0.9996314 -0.027149512 0.9998655 -0.016399326
 13.156077 -2.0520191 1 1.0741311 -0.1461732 0.9999519 -0.009808292 0.99976325 -0.021759225
 21.510391 2.7416415 3 -1.450131 0.032247726 -0.9999557 0.00941165 -0.99989915 0.014195506
 -16.925146 -2.8989863 2 1.393177 -0.0200899 0.9999732 -0.0073289005 0.99996144 -0.008779836
 10.176225 3.0339208 4 -1.2517631 -0.023106037 -0.99999845 -0.0017679352 -0.99998164 -0.006067848
 2.0911868 19.792461 2 0.0149024185 1.3495922 0.0039096368 0.9999924 0.0025723253 0.9999967
 -7.008947 -2.8363314 1 1.3502791 -0.012252183 0.9998662 -0.016359018 0.9997497 -0.022371225
 -3.010336 5.0659885 3 -0.14613867 -1.2762246 -0.04167913 -0.9991311 -0.026826428 -0.9996401
 -2.2446156 -22.248127 4 0.15528814 -1.1037052 0.032655064 -0.9994667 0.03493341 -0.99938965
 -1.6428591 10.8851385 1 0.018020883 -1.1657487 -0.081124514 -0.996704 -0.08873789 -0.99605495
 -0.5277009 -5.7633314 4 0.5172122 -1.2090628 0.32800087 -0.9446774 0.1028268 -0.9946993
 20.120779 -2.9226277 1 1.4569496 0.033814535 0.9999984 -0.001792441 0.99998075 0.0062083052
 13.767521 -3.132264 1 1.2178395 -0.039869808 0.9999918 -0.0040590316 0.9999833 -0.005773804
 -2.7853553 7.174172 3 0.03516428 -1.2764487 -0.008967548 -0.9999598 -0.013950245 -0.9999027
 2.782347 15.728836 2 -0.053423163 1.179718 -0.007174592 0.99997425 -0.011763057 0.9999308
 -2.4234986 -17.836918 4 -0.07024731 -1.1292218 -0.009115686 -0.99995846 -0.014800187 -0.99989045
 -1.8814915 18.053183 1 0.0859603 -1.4294612 -0.022097673 -0.99975586 -0.031394474 -0.999507
 8.870069 2.4536772 4 -1.3981059 0.039910786 -0.9989217 0.046426974 -0.99861294 0.052652035
 2.005516 -15.722723 1 -0.1417119 1.3870682 0.0138722155 0.9999038 0.025985438 0.99966234
 22.188921 1.2815216 2 -1.2022052 -0.0534502 -0.9993639 0.035663128 -0.9986902 0.05116628
 1.60565 18.189941 2 -0.06946515 1.4584048 -0.0051199314 0.9999869 -0.012089618 0.9999269
 -1.2286776 -21.610981 4 -0.039358504 -1.1577033 0.009943503 -0.9999506 -0.008195506 -0.99996644
 15.07751 -1.9650404 1 1.2598141 0.025020096 0.99992675 -0.01210408 0.9999913 0.004156465
 5.0376635 -0.9424547 1 1.257864 0.6488217 0.88959736 0.4567456 0.9926935 0.12066307
