 -1.1497698 -0.8233225 -0.9999996 -0.4379502 0.55694556
 -1.8806331 -0.17925707 0.9877484 -0.08843987 0.5753517
 0.8624228 -2.2271478 -0.20695265 1.6264684 1.5604206
 2.523468 1.4162875 -0.86893183 -0.22013497 -0.23061395
 21.468546 -0.7541399 -0.9993765 -1.4103401 0.07178636
 3.143044 -1.59782 -0.88571566 -0.2073276 0.35634917
 -4.3025823 -0.14297815 0.9965435 0.35649252 1.108139
 -1.778988 2.9381285 0.60177016 1.2263223 1.2577038
 -0.5635053 -1.4837973 0.9999992 -1.3850207 -1.0305897
 -1.37202 0.16252166 -1. 0.72942734 1.1070188
 -0.63693744 -1.0772184 0.9999993 -1.3905872 0.6548015
 -3.1805377 -1.6048687 0.9097627 2.127801 0.20304844
 -2.3392518 -0.28109014 0.9905767 -1.3661137 0.022820592
 -0.6507915 1.3707564 0.30892292 -0.88431823 -0.44167256
 1.6229048 -0.48094872 0.99999994 -0.8860316 -0.15427689
 1.623202 0.8839311 -0.7851384 1.7563175 -0.59689486
 -3.0469496 0.6282371 0.9463914 -0.9341868 -1.7398812
 -5.583266 1.0840628 0.98102266 0.26724526 -0.15000024
 -0.8592733 1.358554 0.4843133 -0.5901243 0.09757614
 -11.542303 3.433542 -0.999994 -1.5133601 -0.003931764
 -0.4750547 -0.7994887 0.9999995 -0.1727879 0.835702
 12.187753 -2.5488544 0.99999666 1.6095175 -0.010981439
 0.2790521 -2.9766743 -0.21669406 -1.815422 -0.41875917
 0.8958898 -0.7808327 -0.99999976 0.15453872 -0.38797772
 0.51587987 1.2149271 -0.49345413 -1.3553736 -0.8608721
 -0.7082188 2.8386257 0.16615301 -0.9956842 -0.91360027
 6.5919285 0.2903289 -0.99922276 -1.2564317 0.101779334
 1.5238813 0.5639058 -0.9915765 0.56350595 1.8978686
 1.646125 -0.3476918 -0.91619384 0.6732206 1.5670851
 0.7412079 -1.8283337 -0.44754007 -0.27372557 -1.1893965
 -1.3095508 -0.5063848 0.96198195 1.7700626 -0.17044175
 1.9665713 -2.6214437 0.99999684 0.746214 -0.54411525
 20.955462 1.983294 0.99999803 1.2445357 0.14004952
 -0.57897437 -2.6036155 0.20806108 -0.17732811 -0.2426337
 -0.043751895 0.1305282 -1. -1.3475357 -0.69755876
 -1.1724039 -0.4013906 0.99452406 1.5248818 -1.2307136
 19.365078 1.2566906 0.9999992 1.0769467 0.15968773
 12.081947 1.8057828 0.99999833 1.1735617 0.007824875
 2.0517821 -2.5431952 -0.65352356 -0.6347208 -0.099054754
 -1.3444996 -0.37625152 0.96243376 0.34279835 0.1119647
 -4.782966 -0.8060534 0.9932918 0.14689681 -1.229086
 -2.6515255 -1.8665597 0.77865285 0.010451674 1.3589013
 0.6593392 -1.2136061 -0.9999994 0.16510457 -0.55056375
 -2.7077656 0.4778899 0.9712477 1.6851534 -1.3422343
 -0.8804566 1.1248271 0.79123175 1.6302397 0.96180177
 -1.7933592 -2.1639943 0.59896994 -0.37930024 0.6607758
 1.8740981 0.78783804 0.9999997 0.19178464 0.18481523
 2.0688314 -0.9251175 -0.87476075 1.4484699 0.30198964
 -3.2081947 -0.017031848 0.99816966 -0.41840082 0.8613696
 -3.4555593 -0.41001993 0.9972954 -1.1072218 -0.85838336
 16.32454 1.7898673 0.99999803 1.2858244 -0.7984245
 2.4056365 0.006966144 -0.9943729 -0.038919687 1.3204103
 -1.2278075 -4.1340494 0.2777821 -0.06768346 0.32610393
 1.8655907 -0.9560077 -0.9080097 -0.04153204 -0.45702568
 -0.62552714 -0.427598 0.99999976 -1.1489376 1.078146
 21.390903 0.96478194 -0.9988917 -1.1938984 -0.27198938
 5.8698254 0.29349166 -0.9987759 -1.2588061 -0.04842724
 11.40982 -1.8816473 0.9999982 1.0945935 -0.091033585
 23.682535 -3.6250646 -0.9885384 -1.404112 0.1731196
 -1.4058186 -0.74930024 -0.99999976 -0.24469256 -0.3157013
 -7.5401316 1.8908772 -0.9999982 -1.3788235 -0.005362179
 2.9576628 -0.99760854 -0.96225435 0.14140937 -0.8454989
 2.5036285 -0.024917275 -0.9978586 0.6995952 -0.8992837
 -1.0570612 -0.076216415 -1. 1.9686159 -0.28136802
 -3.7737155 0.34939831 0.9944908 -0.2964191 -0.21059716
 -19.466063 -3.8859522 -0.99999213 -1.0738682 -0.026535992
 -24.144592 -2.0113993 0.99669844 1.3825191 -0.11006554
 -21.948532 -2.451214 0.99378175 1.2267619 0.17720388
 9.766522 1.712438 0.9999985 1.1099896 0.023208398
 -19.303125 1.901719 0.99494094 1.1217653 -0.35006925
 -5.5512757 -0.51360613 -0.9999999 -0.3883959 -0.4808674
 -14.805526 1.292899 0.9961708 1.3029215 -0.1468799
 -0.7866693 -2.772349 0.22771718 -0.3592236 1.4213407
 1.0041813 -3.6412528 -0.23663053 0.64421254 -0.23565656
 -9.047358 -0.60354906 0.99760294 1.3356996 0.21267974
 -0.9249391 1.1693817 0.80735654 1.5757807 1.3152342
 -2.572495 2.3056574 0.820779 1.2665584 1.6947616
 16.006903 -0.59763324 -0.99931383 -1.2841089 0.025867749
 -12.028742 0.4739436 0.9992253 1.231997 -0.047547154
 -5.5208735 -0.40559745 0.9972314 1.0377446 0.10776898
 -1.0136914 0.45902637 0.89558643 1.5277433 -0.9815673
 0.884748 -0.11053306 0.99999994 1.0693814 1.7684189
 -5.704571 -1.8741072 0.95309806 0.64940494 -0.106720656
